X,Object.ID,Is.Public.Domain,Department,AccessionYear,Object.Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist.Role,Artist.Prefix,Artist.Display.Name,Artist.Display.Bio,Artist.Suffix,Artist.Alpha.Sort,Artist.Nationality,Artist.Begin.Date,Artist.End.Date,Artist.Gender,Object.Date,Object.Begin.Date,Object.End.Date,Medium,Dimensions,Credit.Line,Geography.Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights.and.Reproduction
2810,634750,FALSE,Drawings and Prints,1963,Print,"Vermont, from the College series (T51), Second Set (26-50), 2nd Edition, issued by Murad Cigarettes",NA,NA,NA,NA,NA,Publisher,Issued by,Murad Cigarettes,NA,NA,Murad Cigarettes,NA,NA,NA,NA,1910–11,1910,1911,Commercial color lithograph,Sheet: 2 1/16 × 2 11/16 in. (5.3 × 6.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints|Ephemera,NA
2238,438116,TRUE,European Paintings,2019,Painting,"The Villa Loredan, Paese",NA,NA,NA,NA,NA,Artist,NA,Francesco Guardi,"Italian, Venice 1712–1793 Venice",NA,"Guardi, Francesco",NA,1712,1793,NA,early 1780s,1780,1784,Oil on canvas,19 × 30 3/4 in. (48.3 × 78.1 cm),"Bequest of Mrs. Charles Wrightsman, 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paintings,NA
1100,59205,TRUE,Asian Art,1891,Netsuke,NA,Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19th century,1800,1899,Wood,H. 1 5/16 in. (3.3 cm); W. 1 1/4 in. (3.2 cm),"Edward C. Moore Collection, Bequest of Edward C. Moore, 1891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Netsuke,NA
53091,223159,TRUE,European Sculpture and Decorative Arts,1936,Border,Dress border,French,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,early 19th century,1800,1815,Silk and metal thread on silk,"L. 14 3/4 x W. 9 1/4 inches
37.5 x 23.5 cm","Gift of The United Piece Dye Works, 1936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Textiles-Embroidered,NA
15679,631350,FALSE,Drawings and Prints,1963,Print,"Canada Lynx, from the Animals of the World series (T180), issued by Abdul Cigarettes",NA,NA,NA,NA,NA,Publisher,Issued by,Abdul Cigarettes,American,NA,Abdul Cigarettes,NA,1881,1881,NA,1881,1881,1881,Commercial color lithograph,Sheet: 1 5/8 × 2 3/4 in. (4.2 × 7 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints|Ephemera,NA
8461,90448,TRUE,Costume Institute,1950,Boots,Boots,American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,early 20th century,1900,1920,"leather, cotton, wool",NA,"Gift of Mrs. Phillip H. Gray, 1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33018,829358,TRUE,Drawings and Prints,1959,Print,Seated woman facing right,NA,NA,NA,NA,NA,Artist,NA,Giuseppe Diamantini,"Italian, Fossombrone 1621–1705 Fossombrone",NA,"Diamantini, Giuseppe",NA,1621,1705,NA,1660–1705,1660,1705,Etching,Sheet (Trimmed): 8 1/8 × 5 11/16 in. (20.7 × 14.5 cm),"Gift of Harry G. Friedman, 1959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
29980,749962,TRUE,Greek and Roman Art,2011,Column-krater fragment,Terracotta fragment of a column-krater (bowl for mixing wine and water),"Greek, Attic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,third quarter of the sixth century B.C.,-650,-450,Terracotta,NA,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vases,NA
37852,553194,FALSE,Egyptian Art,1926,Seal plaque,Seal plaque,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750–300 BC,-750,-300,Faience,H. 2.5 × W. 1.8 cm (1 × 11/16 in.),"Gift of Oxford University Expedition to Nubia, 1926",From,NA,NA,NA,Nubia (Sudan),Upper Nubia,NA,NA,NA,NA,NA,NA,NA
13044,550857,FALSE,Egyptian Art,1930,Scarab,Scarab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1550–1186 B.C.,-1550,-1186,Faience,L. 1.1 cm (7/16 in.),"Theodore M. Davis Collection, Bequest of Theodore M. Davis, 1915",From,NA,NA,NA,Egypt,NA,NA,NA,NA,NA,NA,|,NA
62588,491937,FALSE,Modern and Contemporary Art,2001,Butter knife,"""Classic Column"" Butter Knife",NA,NA,NA,NA,NA,Designer|Manufacturer,NA,Marion Weeber|EKCO Products International Company,"American, Albany, New York 1905–2000 New York",NA,"Weeber, Marion|EKCO Products International Company",American|American,1905,2000,Female|,ca. 1965–70,1965,1970,Stainless steel,L. 6-7/8 in. (17.5 cm),"Bequest of Marion Weeber Welsh, 2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metalwork,NA
42386,280453,FALSE,Photographs,2019,Polaroid,"[Detail of Dumpster: ""DO""]",NA,NA,NA,NA,NA,Artist,NA,Walker Evans,"American, St. Louis, Missouri 1903–1975 New Haven, Connecticut",NA,"Evans, Walker",NA,1903,1975,NA,1973–74,1973,1974,Instant internal dye diffusion transfer print (Polaroid SX-70),7.9 x 7.9 cm (3 1/8 x 3 1/8 in.),"Gift of C. R. Lindley, M.D., 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs,"© Walker Evans Archive, The Metropolitan Museum of Art"
20438,284493,FALSE,Photographs,2001,Photograph,Searching Shadow,NA,NA,NA,NA,NA,Artist,NA,Lynn Butler,"American, born 1953",NA,"Butler, Lynn",American,1953,9999,Female,1986,1986,1986,Inkjet print,21.1 x 31.8 cm (8 5/16 x 12 1/2 in. ),"Gift of the artist, 2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs,© Lynn H. Butler
31014,575674,FALSE,Egyptian Art,1928,Syphon (?),Tubular instrument (Syphon),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306–30 B.C.,-306,-30,Copper,L. 83 × Diam. 0.1 cm (32 11/16 × 1/16 in.),"Rogers Fund, 1928",From,NA,NA,NA,Egypt,"Upper Egypt, Thebes",NA,NA,NA,NA,NA,NA,NA
9017,740301,TRUE,Greek and Roman Art,2011,Pot fragment,Terracotta fragment of a pot; unglazed on the inside,"Greek, Attic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460–440 B.C.,-530,-300,Terracotta,NA,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vases,NA
21330,33806,FALSE,Arms and Armor,1914,Spanner,Spanner,Italian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,end of 16th century,1550,1600,Steel,L. 9 3/8 in. (23.5 cm); W. 2 1/2 in. (6.4 cm); Wt. 7.1 oz. (201.3 g),"Gift of William H. Riggs, 1913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Firearms Accessories,NA
65282,387085,FALSE,Drawings and Prints,1967,Drawing,Design for Two Cut Glass Decanters,NA,NA,NA,NA,NA,Artist,NA,"Anonymous, Czech, early 20th century",NA,NA,"Anonymous, Czech, 20th century early",Czech,1900,1950,NA,early 20th century,1900,1940,Purple pigment on beige paper (mimeograph/blue print reproductive process?),NA,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,NA
81863,63545,FALSE,Asian Art,1975,Jar,NA,Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1392,1573,Stoneware with incised kiln mark and natural ash glaze (Echizen ware),H. 7 3/4 in. (19.7 cm); Diam. 7 3/8 in. (18.7 cm),"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ceramics,NA
59234,24181,FALSE,Arms and Armor,1936,Breastplate,Breastplate,Japanese,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18th century,1701,1800,"Iron, brass, lacquer",H. 11 3/4 in. (29.8 cm); W. 9 7/8 in. (25.1 cm); D. 2 5/8 in. (6.7 cm); Wt. 2 lb. 0.6 oz. (925 g),"Bequest of George C. Stone, 1935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Armor Parts-Breastplates,NA
4227,485604,FALSE,Modern and Contemporary Art,1990,Drawing,Untitled,NA,NA,NA,NA,NA,Artist,NA,Jackson Pollock,"American, Cody, Wyoming 1912–1956 East Hampton, New York",NA,"Pollock, Jackson",American,1912,1956,NA,ca. late 1937–39,1937,1939,Colored pencils and graphite on paper,17 x 13 3/4 in. (43.2 x 34.9 cm),"Purchase, Anonymous Gift, 1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,"© 2020 Artists Rights Society (ARS), New York"
6154,760733,TRUE,Drawings and Prints,1978,Print,Broadside with 48 scenes depicting the story of Little Robinson,NA,NA,NA,NA,NA,Publisher,NA,Antonio Bosch,"Spanish, active Barcelona, ca. 1860–1880",NA,"Bosch, Antonio",NA,1860,1880,NA,ca. 1860–70,1855,1875,Lithographic reproduction of an etching,Sheet: 17 5/16 × 12 5/8 in. (44 × 32 cm),"Max G. Wildnauer Fund, 1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
6581,334262,FALSE,Drawings and Prints,1965,Book,"A Collection of Two Hundred and Fifty Coloured Etchings: Descriptive of the Manners, Custome and Dresses of the Hindoos",NA,NA,NA,NA,NA,Artist,NA,Frans Balthazar Solvyns,"Flemish, 1760–1824",NA,"Solvyns, Frans Balthazar",Flemish,1760,1824,NA,1799,1799,1799,"Illustrations: etchings, hand-colored",20 15/16 x 15 1/16 x 2 3/8 in.  (53.19 x 38.2 x 5.99 cm),"Purchase, Anne and Carl Stern Gift, 1965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Books,NA
36701,210698,FALSE,European Sculpture and Decorative Arts,1961,Crochet hook with needles,Crochet hook with three needles,"British, London",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,late 19th century,1885,1899,Silver,NA,"Gift of Mrs. Amos L. Beaty, 1961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metalwork-Silver,NA
51668,634005,FALSE,Drawings and Prints,1963,Print,"Knox, from the Turkey Red Automobiles series (T37) issued by the American Tobacco Company to promote Red Turkey Turkish Cigarettes",NA,NA,NA,NA,NA,Publisher,Issued by,American Tobacco Company,NA,NA,American Tobacco Company,NA,NA,NA,NA,1910,1910,1910,Commercial color lithograph,Sheet: 2 in. × 2 5/8 in. (5.1 × 6.7 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints|Ephemera,NA
41083,43921,TRUE,Asian Art,1902,Pendant,NA,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1736,1795,Nephrite,H. 2 1/16 in. (5.3 cm); W. 1 7/8 in. (4.8 cm); D. 3/16 in. (0.5 cm),"Gift of Heber R. Bishop, 1902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jade,NA
77484,822254,TRUE,Drawings and Prints,1924,Print,Portrait of Madamoiselle Colombe L'Ainée,NA,NA,NA,NA,NA,Publisher|Artist,NA,Esnauts et Rapilly|Jean Marie Delattre,"French, Abbeville 1745–1840 Fulham, London",NA,"Esnauts et Rapilly|Delattre, Jean Marie",NA,1745,1840,|,1773,1773,1773,Engraving,"Plate: 7 15/16 × 5 13/16 in. (20.2 × 14.7 cm)
Sheet: 9 3/4 × 7 1/8 in. (24.7 × 18.1 cm)","Anonymous Gift, 1924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
70191,10442,TRUE,The American Wing,1954,Painting,The Boot Black,American,NA,NA,NA,NA,Artist,NA,William P. Chappel,"American, 1801–1878",NA,"Chappel, William P.",American,1801,1878,NA,1870s,1870,1870,Oil on slate paper,6 1/16 x 9 1/8 in. (15.4 x 23.2 cm),"The Edward W. C. Arnold Collection of New York Prints, Maps, and Pictures, Bequest of Edward W. C. Arnold, 1954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paintings,NA
59455,250070,TRUE,Greek and Roman Art,1917,Beaker,Terracotta beaker with painted inscription,Roman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3rd century A.D.,200,270,Terracotta,H. 4 3/16 in. (10.6 cm); diameter  3 1/16 in. (7.9 cm),"Gift of J. Pierpont Morgan, 1917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vases,NA
4773,391117,TRUE,Drawings and Prints,1919,Print,The Little Horse,NA,NA,NA,NA,NA,Artist,NA,Albrecht Dürer,"German, Nuremberg 1471–1528 Nuremberg",NA,"Dürer, Albrecht",German,1471,1528,NA,1505,1505,1505,Engraving,Sheet: 6 1/2 × 4 5/16 in. (16.5 × 10.9 cm),"Fletcher Fund, 1919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
22141,366565,FALSE,Drawings and Prints,1941,Book,A New Copy Book of Round hand for the Use of Schools,NA,NA,NA,NA,NA,Designer|Dedicatee|Engraver,Designed and written by,"John Langton|Lord George Brudenell|George Bickham, Sr.","British, active 18th century|British, London 1712–1790 London|British, London 1684–1758 London",NA,"Langton, John|Brudenell, George|Bickham, George, Sr.",British|British|British,1700      |1712      |1684,1800      |1790      |1758,||,ca. 1723,1718,1728,Illustrations: engraving,7 7/8 x 12 13/16 x 3/8 in. (20 x 32.5 x 1 cm),"Bequest of W. Gedney Beatty, 1941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Books,NA
91423,367515,FALSE,Drawings and Prints,1923,Print,Old Houses near Pont Nationale,NA,NA,NA,NA,NA,Artist,NA,John Marin,"American, Rutherford, New Jersey 1870–1953 Cape Split, Maine",NA,"Marin, John",American,1870,1953,NA,1906,1906,1906,Etching,"plate: 5 7/8 x 7 11/16 in. (14.9 x 19.6 cm)
sheet: 10 5/8 x 13 1/8 in. (27 x 33.4 cm)","Harris Brisbane Dick Fund, 1923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,"© 2020 Artists Rights Society (ARS), New York"
82777,215427,TRUE,European Sculpture and Decorative Arts,1909,Fragment,Fragment,Southern German,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17th century,1600,1699,Cutwork,"L. 7 1/2 x W. 5 3/4 inches
19.1 x 14.6 cm","Rogers Fund, 1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Textiles-Laces,NA
52931,676310,FALSE,Photographs,1946,Photograph,[ ],NA,NA,NA,NA,NA,Artist,NA,Eadweard Muybridge,"British and American, Kingston upon Thames 1830–1904 Kingston upon Thames",NA,"Muybridge, Eadweard","American, born Britain",1830,1904,NA,1878–79,1878,1879,Salted paper print,"7 ½ x 9 9/16 in. (page)
","Harris Brisbane Dick Fund, 1946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs,NA
3392,257292,TRUE,Greek and Roman Art,1891,"Fragment, striped mosaic",Glass striped mosaic bowl fragment,Roman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,late 1st century B.C.–early 1st century A.D.,-25,25,Glass,Other: 1 x 13/16 in. (2.5 x 2.1 cm),"Edward C. Moore Collection, Bequest of Edward C. Moore, 1891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Glass,NA
82412,384990,TRUE,Drawings and Prints,1967,Drawing,"Design for an awning over a door, in Moorish style",NA,NA,NA,NA,NA,Artist|Artist,NA,Jules-Edmond-Charles Lachaise|Eugène-Pierre Gourdet,"French, died 1897|French, Paris 1820–1889",NA,"Lachaise, Jules-Edmond-Charles|Gourdet, Eugène-Pierre",French|French,1897      |1820,1897      |1889,|,1830–97,1830,1897,"pen and ink, brush and wash, watercolor on laid paper; mounted on blue wove paper","Overall: 10 7/16 x 14 3/4 in. (26.5 x 37.4 cm)
image: 7 15/16 x 7 in. (20.1 x 17.8 cm)","Dodge Fund, 1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,NA
76895,27652,TRUE,Arms and Armor,1929,Visor for a bascinet,Visor for a Bascinet,Italian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1400,1375,1425,Steel,H. 5 1/2 in. (14 cm); W. 8 in. (20.3 cm); D. 5 7/8 in. (14.9 cm); Wt. 9 oz. (255.1 g),"Bashford Dean Memorial Collection, Funds from various donors, 1929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Helmets Parts,NA
41586,3653,TRUE,The American Wing,1941,Fire tongs,Fire Tongs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1770–1830,1770,1830,Brass,H. 32 1/2 in. (82.6 cm),"Bequest of W. Gedney Beatty, 1941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metal,NA
45809,282637,FALSE,Photographs,1994,Photograph,"[View of Rollercoaster Behind Booths with ""Handwriting"" Sign, Coney Island]",NA,NA,NA,NA,NA,Artist,NA,Jerry L. Thompson,"American, born 1945",NA,"Thompson, Jerry",American,1945,9999,NA,ca. 1972,1970,1974,Gelatin silver print,15.3 x 19.4 cm (6 x 7 5/8 in. ),"Walker Evans Archive, 1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs,NA
46706,313560,TRUE,"Arts of Africa, Oceania, and the Americas",1980,Figure,Standing Figure,Esteros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5th–1st century B.C.,-500,-1,Ceramic,H. 4 x W. 1 1/2 in. (10.2 x 3.8 cm),"Gift of Margaret B. Zorach, 1980",NA,NA,NA,NA,Ecuador,NA,NA,NA,NA,NA,NA,Ceramics-Sculpture,NA
16761,695732,TRUE,Greek and Roman Art,2011,Kylix fragment,Terracotta fragment of a kylix (drinking cup),"Greek, Attic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490–470 B.C.,-500,-450,Terracotta,NA,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vases,NA
46409,427918,FALSE,Drawings and Prints,1963,Print,"Woman Dressed as a Shepherdess, Holding a Staff, from the French Novelties series (N110) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",NA,NA,NA,NA,NA,Publisher|Publisher,Issued by|Issued by,"W. Duke, Sons & Co.|American Tobacco Company","New York and Durham, N.C.",", a branch of the American Tobacco Company","Duke, W. Sons & Co.|American Tobacco Company",American,1870,1920,|,1892,1892,1892,Commercial color lithograph,Sheet: 4 3/16 × 2 1/2 in. (10.7 × 6.4 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints|Ephemera,NA
41913,91755,FALSE,Costume Institute,1977,Bathing suit,Bathing suit,probably American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920–30,1920,1930,wool,NA,"Mrs. L. T. Scully Fund, 1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48851,8924,FALSE,The American Wing,1978,Trivet,Trivet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800–1900,1800,1900,Iron,9 3/4 × 4 3/8 × 1 1/2 in. (24.8 × 11.1 × 3.8 cm),"Gift of Mrs. James A. Cole, 1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metal,NA
1050,28575,FALSE,Arms and Armor,1943,Sword guard (Tsuba),Sword Guard (Tsuba),Japanese,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1615–1868,1590,1900,"Copper-silver alloy (shibuichi), gold, silver, copper",H. 2 11/16 in. (6.8 cm); W. 2 7/16 in. (6.2 cm); thickness 1/4 in. (0.6 cm); Wt. 4.1 oz. (116.2 g),"Gift of Herman A. E. and Paul C. Jaehne, 1943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sword Furniture-Tsuba,NA
29058,479244,TRUE,Medieval Art,1914,Fragment,Papyri Fragments,Coptic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7th century,600,699,Papyrus and ink,Storage (petri dish diam.): 2 13/16 in. (7.2 cm),"Rogers Fund, 1914",Made in,Thebes,NA,NA,Byzantine Egypt,NA,NA,NA,NA,NA,NA,Papyrus,NA
81341,59476,TRUE,Asian Art,2002,Garment hook,NA,North or northwest China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6th century B.C.,-599,-500,Bronze,H. 2 1/8 in. (5.4 cm); L. 4 1/8 in. (10.5 cm),"Gift of Mr. and Mrs. Eugene V. Thaw, 2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metalwork,NA
39384,467578,TRUE,Medieval Art,1932,Tile,Tile,Spanish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15th–16th century,1400,1599,"Earthenware, glaze",Overall: 3 3/4 x 3 13/16 x 11/16 in. (9.5 x 9.7 x 1.8 cm),"Gift of W. L. Hildburgh, 1932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ceramics-Tiles,NA
49448,96026,FALSE,Costume Institute,1979,Cocktail Dress,Cocktail dress,American,NA,NA,NA,NA,Designer,NA,Ceil Chapman,"American, born 1912",NA,Chapman Ceil,American,1912,1912,NA,1950–53,1950,1953,rayon,NA,"Gift of Ann M. Kivlan, 1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32251,504780,FALSE,Musical Instruments,1889,Alto Sonorophone in E-flat,Alto Sonorophone in E-flat,British,NA,NA,NA,NA,Maker,Attributed to,Metzler & Co.,"British, London active 1833–after 1936",NA,Metzler & Co.,British,1833,1936,NA,ca. 1860,1860,1860,Brass,Overall: 14 x 35.8cm (5 1/2 x 14 1/8in.),"The Crosby Brown Collection of Musical Instruments, 1889",NA,NA,NA,NA,United Kingdom,NA,NA,NA,NA,NA,NA,Aerophone-Lip Vibrated-horn,NA
15467,424950,TRUE,Drawings and Prints,1963,Print,"Steamship Advance, The U.S. and Brazil Mail Steamship Company, from the Ocean and River Steamers series (N83) for Duke brand cigarettes",NA,NA,NA,NA,NA,Publisher,Issued by,"W. Duke, Sons & Co.","New York and Durham, N.C.",NA,"Duke, W. Sons & Co.",American,1870,1920,NA,1887,1887,1887,Commercial color lithograph,Sheet: 2 3/4 x 1 1/2 in. (7 x 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints|Ephemera,NA
25590,231940,TRUE,European Sculpture and Decorative Arts,1978,Armchair,Armchair,"French, Beauvais",NA,NA,NA,NA,Maker|Manufactory|Artist|Patron,Workshop of|Tapestry upholstery by|After a composition by|Commissioned for,"de Menou|Beauvais|Jean Jacques François Le Barbier|Louis XVI, King of France","French, active 1780–93|French, Rouen 1738–1826 Paris|French, Versailles 1754–1793 Paris",NA,"Menou de|Beauvais|Le Barbier, Jean Jacques François|Louis XVI, King of France",French|French|French,1780      |1738      |1754,1793      |1826      |1793,|||,"designed ca. 1786, woven 1790–91; chair frame second half 19th century",1786,1791,"Carved and gilded wood; wool, silk",Overall: 37 3/4 × 27 × 24 in. (95.9 × 68.6 × 61 cm),"Purchase, Mr. and Mrs. Claus von Bülow Gift, 1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Woodwork-Furniture|Textiles-Tapestries,NA
18901,4722,TRUE,The American Wing,1976,Lamp,Lamp,American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1860,1857,1860,Pressed glass,H. 10 in. (25.4 cm),"Gift of Fred F. Rogers Jr., 1976",Made in,NA,NA,NA,United States,NA,NA,NA,NA,NA,NA,Glass,NA
9351,190027,FALSE,European Sculpture and Decorative Arts,1907,Apron ornament,Apron ornament,French,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18th century,1700,1799,Gilt bronze,3 × 11 3/8 in. (7.6 × 28.9 cm),"Gift of J. Pierpont Morgan, 1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metalwork-Gilt Bronze,NA
92077,113789,FALSE,Costume Institute,1988,Stockings,Stockings,probably American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1890s,1890,1899,"silk, cotton",NA,"Gift of Mrs. Louis K. Robbins, 1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31172,239849,TRUE,Greek and Roman Art,1874,"Bowl, Rippenschale",Glass ribbed bowl,Roman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mid-1st century A.D.,30,80,Glass,"2 7/16 in. × 4 in. (6.2 × 10.2 cm)
Diam. of rim: 3 5/8 in. (9.1 cm)","The Cesnola Collection, Purchased by subscription, 1874–76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Glass,NA
61717,191222,TRUE,European Sculpture and Decorative Arts,1909,Bust,Henry VII,Italian,NA,NA,NA,NA,Artist,After an original by,Pietro Torrigiano,"Italian, Florence 1472–1528 Seville",NA,"Torrigiano, Pietro",Italian,1472,1528,NA,late 19th century,1885,1899,Bronze,Height: 26 in. (66 cm),"Rogers Fund, 1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sculpture-Reproductions,NA
15355,46693,TRUE,Asian Art,1893,Vase,NA,Japan,NA,NA,NA,NA,Artist,NA,Minzan,NA,NA,Minzan,NA,NA,NA,NA,ca. 1830,1820,1840,"Clay covered with a transparent crackled glaze over slip, waterstained (Sanuki ware)",H. 10 in. (25.4 cm); Diam. of rim 2 1/4 in. (5.7 cm); W. 4 5/8 in. (11.7 cm); D. 3 in. (7.6 cm),"Gift of Mr. and Mrs. Samuel Colman, 1893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ceramics,NA
